编号,头像,生命成长,无用,名字,外号,性别,等级,经验,生命,生命最大值,内伤,中毒,体力,物品修炼点数,武器,防具,动作帧数1,动作帧数2,动作帧数3,动作帧数4,动作帧数5,动作帧数6,动作帧数7,动作帧数8,动作帧数9,动作帧数10,动作帧数11,动作帧数12,动作帧数13,动作帧数14,动作帧数15,内力性质,内力,内力最大值,攻击力,轻功,防御力,医疗,用毒,解毒,抗毒,拳掌,御剑,耍刀,特殊,暗器,武学常识,品德,攻击带毒,左右互搏,声望,资质,修炼物品,修炼点数,所会武功1,所会武功2,所会武功3,所会武功4,所会武功5,所会武功6,所会武功7,所会武功8,所会武功9,所会武功10,武功等级1,武功等级2,武功等级3,武功等级4,武功等级5,武功等级6,武功等级7,武功等级8,武功等级9,武功等级10,携带物品1,携带物品2,携带物品3,携带物品4,携带物品数量1,携带物品数量2,携带物品数量3,携带物品数量4
516,217,0,1,宮本武藏,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,5,0,0,0
517,217,0,1,佐佐木,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,5,0,0,0
518,217,0,1,千葉成政,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,3,0,0,0
519,217,0,1,??本龍馬,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,3,0,0,0
520,217,0,1,愛州移香,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
521,217,0,1,足利義輝,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
522,217,0,1,伊東一刀,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
523,217,0,1,稻富佑直,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
524,217,0,1,井上正繼,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
525,217,0,1,巖間小熊,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
526,217,0,1,小野善鬼,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
527,217,0,1,小野忠明,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
528,217,0,1,片山久安,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
529,217,0,1,鐘卷自齋,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
530,217,0,1,上泉信綱,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
531,217,0,1,川崎時盛,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
532,217,0,1,北田具教,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
533,217,0,1,柳生宗嚴,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
534,217,0,1,柳生兵衛,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
535,217,0,1,牙神十郎,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
536,217,0,1,霸王丸,日本忍者,0,13,0,750,750,0,0,90,0,-1,-1,0,0,10,0,0,0,0,5,0,0,0,0,3,0,0,1,1500,1500,135,90,100,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
537,219,0,1,織田信長,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
538,219,0,1,豐臣秀吉,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
539,219,0,1,毛利元就,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
540,219,0,1,武田信玄,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
541,219,0,1,上杉謙信,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
542,219,0,1,北條氏康,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
543,219,0,1,今川義元,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
544,219,0,1,齋藤道三,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
545,219,0,1,淺井長政,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
546,219,0,1,宇喜多,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
547,219,0,1,德川家康,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
548,219,0,1,朝倉義景,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
549,219,0,1,伊達政宗,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
550,219,0,1,島津義弘,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
551,219,0,1,三好長慶,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
552,219,0,1,蘆名盛氏,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
553,219,0,1,真田幸村,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
554,219,0,1,前田利家,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
555,219,0,1,大友宗麟,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
556,219,0,1,立花道雪,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,10,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
557,219,0,1,左竹義重,日本大名,0,14,0,850,850,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,5,0,0,0,0,3,0,1,2000,2000,155,100,100,0,0,0,0,70,10,65,10,10,10,50,0,0,0,60,-1,0,62,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
558,218,0,1,東條英機,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
559,218,0,1,板垣征四,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
560,218,0,1,廣田宏毅,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
561,218,0,1,土肥原賢,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
562,218,0,1,松井石根,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
563,218,0,1,永野修身,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
564,218,0,1,梅津美治,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
565,218,0,1,武藤章,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
566,218,0,1,白鳥敏夫,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
567,218,0,1,木村兵太,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
568,218,0,1,橋本欣五,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
569,218,0,1,南次郎,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
570,218,0,1,平沼騏一,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
571,218,0,1,荒木貞夫,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
572,218,0,1,小磯國昭,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
573,218,0,1,大川周明,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
574,218,0,1,大島浩,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
575,218,0,1,星野直樹,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
576,218,0,1,賀屋興宜,日本戰犯,0,17,0,950,950,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,185,120,120,0,0,0,0,70,10,10,10,10,10,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
577,218,0,1,小犬蠢狼,日本戰犯,0,17,0,400,400,0,0,90,0,-1,-1,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,1,3000,3000,65,70,30,0,0,0,0,10,10,10,10,10,100,50,0,0,0,60,-1,0,18,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
578,201,0,1,勞爾,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
579,201,0,1,魯尼,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
580,201,0,1,肥羅,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
581,201,0,1,齊達內,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
582,201,0,1,費哥,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
583,201,0,1,小羅,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
584,201,0,1,貝克漢姆,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
585,201,0,1,馬特拉齊,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
586,201,0,1,索林,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
587,201,0,1,盧西奧,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
588,201,0,1,李卡多,五毒教徒,0,1,0,450,450,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,2,0,1200,1200,85,70,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
